PLANO,ORDEM_INSP,SEAL,N_COMP_INSP,TIPO_COMP_INSP,CLASSE,FATOR_PRIOR,REGIONAL,SECCIONAL,TIPO_INSP,DATA_PROG,MES_PROG,BASE_REG,SUM,MES_PROG_NUM,TENSAO,BASE_REG_2,ORDEM_MAN,EMPRESA,PDF_CONS,INDEX,FATOR_PRIOR_CONSOLIDADO,SUPERINTENDENCIA,CONJUNTO,KM_TOTAL
BAIXA TENSÃO,6000911908,CSN-3,156003969,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156003969,156003969-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CASSINO,0.626
BAIXA TENSÃO,6001003750,CPV-2,139500012,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,139500012,139500012-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,AREAL,0.967
BAIXA TENSÃO,6001003750,CPV-2,139500012,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,139500012,139500012-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,AREAL,0.967
BAIXA TENSÃO,6001032936,JGR-2,110001548,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,110001548,110001548-BT-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,JAGUARAO,0.91
BAIXA TENSÃO,6000897539,TOR-5,215033407,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,215033407,215033407-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,TORRES 1,0.828
ALIMENTADOR,6000895823,AGR-4,AGR-4,,A,CLASSE,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR4,AGR4-AL-FEV-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,1.118
ALIMENTADOR,6000895558,AGR-4,AGR-4,,A,CLASSE,SUL,PELOTAS,TERMO T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR4,AGR4-AL-FEV-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,1.118
ALIMENTADOR,6000916682,AGR-4,AGR-4,,A,POLÍGONO DE PODAS,SUL,PELOTAS,PATRUL,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,NÃO,RIO GRANDE DO SUL,AGR4,AGR4-AL-MAR-PTL-ANO ANTERIOR,POLÍGONO DE PODAS,EQTL-RS,ARROIO GRANDE,1.118
ALIMENTADOR,6001004044,AGR-4,AGR-4,,A,CLASSE,SUL,PELOTAS,PATRUL,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR4,AGR4-AL-JUL-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,1.118
ALIMENTADOR,6001112282,AGR-4,AGR-4,,A,CLASSE,SUL,PELOTAS,PATRUL,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR4,AGR4-AL-NOV-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,1.118
RAMAL,6000895829,PEL5-58,144000813,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000813,144000813-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 5,1.391
RAMAL,6000895829,PEL5-58,144000813,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000813,144000813-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 5,1.391
BAIXA TENSÃO,6000896347,TRA-6,216037104,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,216037104,216037104-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6000897446,MOS-4,125040267,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,125040267,125040267-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MOSTARDAS,0.779
BAIXA TENSÃO,6000952308,PAL04-459,149000864,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000864,149000864-BT-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,1.454
RAMAL,6001083016,PAL13-1313,149000986,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000986,149000986-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 13,2.836
RAMAL,6001083016,PAL13-1313,149000986,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000986,149000986-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 13,2.836
BAIXA TENSÃO,6000896431,CSN-2,156004096,,SC,REINCIDÊNCIAS PLANTÃO,SUL,RIO GRANDE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,156004096,156004096-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,CASSINO,0.64
BAIXA TENSÃO,6000896149,PAL6-611,149005274,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149005274,149005274-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 6,1.414
BAIXA TENSÃO,6000896149,PAL6-611,149005274,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149005274,149005274-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 6,1.414
RAMAL,6001046207,ACL-03,230007718,reenviado regional,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,230007718,230007718-RM-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VIAMAO 1,0.665
RAMAL,6001036012,MOS-4,125091116,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,125091116,125091116-RM-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,MOSTARDAS,1.893
BAIXA TENSÃO,6000896173,PAL10-108,149008777,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149008777,149008777-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 10,1.414
BAIXA TENSÃO,6000896173,PAL10-108,149008777,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149008777,149008777-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 10,1.414
BAIXA TENSÃO,6001005109,RIN-05,149005327,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005327,149005327-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6001005109,RIN-05,149005327,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005327,149005327-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6001032677,POS-1,142001701,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,142001701,142001701-BT-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ARROIO GRANDE,1.06
ALIMENTADOR,6000968141,PAL10-104,PAL10-104,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL10104,PAL10104-AL-MAI-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 10,1.975
BAIXA TENSÃO,6000891367,PEL2-214,144000274,,SC,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000274,144000274-BT-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 2,0.657
BAIXA TENSÃO,6000896467,PEL2-214,144000274,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000274,144000274-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 2,0.657
RAMAL,4693930061,ATS-6,AA4746-6,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,AA47466,AA47466-RM-SET-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,ATLANTIDA SUL,1.893
RAMAL,6001064999,ATS-6,AA4746-6,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,AA47466,AA47466-RM-SET-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,ATLANTIDA SUL,1.893
RAMAL,6000891582,PEL2-23,144000538,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000538,144000538-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 2,1.923
BAIXA TENSÃO,4767886527,PEL5-511,144000538,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000538,144000538-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.923
BAIXA TENSÃO,6001127871,PEL5-511,144000538,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000538,144000538-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.923
RAMAL,6000891582,PEL2-23,144000538,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000538,144000538-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 2,1.923
BAIXA TENSÃO,4767886527,PEL5-511,144000538,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000538,144000538-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.923
BAIXA TENSÃO,6001127871,PEL5-511,144000538,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000538,144000538-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.923
ALIMENTADOR,6000909781,RIN-12,RIN-12,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,RIN12,RIN12-AL-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,1.572
ALIMENTADOR,6000987197,RIN-12,RIN-12,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,RIN12,RIN12-AL-JUN-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,RINCAO,1.572
BAIXA TENSÃO,6000879477,PEL5-55,144000684,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000684,144000684-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,0.625
BAIXA TENSÃO,6000879477,PEL5-55,144000684,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000684,144000684-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,0.625
BAIXA TENSÃO,6000930029,ATS-4,103349260,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103349260,103349260-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ATLANTIDA SUL,1.109
RAMAL,6000978184,TOR-5,215091078,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,215091078,215091078-RM-JUN-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,TORRES 1,4.46
BAIXA TENSÃO,6000896343,TOR-5,215033249,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,215033249,215033249-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,TORRES 1,0.562
BAIXA TENSÃO,6000952352,PAL04-451,149003342,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003342,149003342-BT-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,0.83
ALIMENTADOR,6000909639,PAL14-144,PAL14-144,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL14144,PAL14144-AL-MAR-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 14,18.347
ALIMENTADOR,6000909707,PAL14-144,PAL14-144,,B,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL14144,PAL14144-AL-MAR-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 14,18.347
ALIMENTADOR,6001113593,PAL14-144,PAL14-144,,B,CLASSE,NORTE,PORTO ALEGRE,PATRUL,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL14144,PAL14144-AL-NOV-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 14,18.347
RAMAL,6000981498,PAL16-169,149005451,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005451,149005451-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 16,1.414
RAMAL,6000981498,PAL16-169,149005451,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005451,149005451-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 16,1.414
BAIXA TENSÃO,6000891580,PEL2-214,144000137,,SC,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000137,144000137-BT-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,3.264
BAIXA TENSÃO,6000891580,PEL2-214,144000137,,SC,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000137,144000137-BT-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,3.264
BAIXA TENSÃO,6000896093,MOS-3,125040370,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,125040370,125040370-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MOSTARDAS,0.828
ALIMENTADOR,6000980748,PAL7-730,PAL7-730,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL7730,PAL7730-AL-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 7,2.488
RAMAL,6001035543,TAR-3,117700049,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,117700049,117700049-RM-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,TERRA DE AREIA,1.893
BAIXA TENSÃO,6000945925,SVP-3,173005520,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,173005520,173005520-BT-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTA VITORIA DO PALMAR,0.765
RAMAL,6000978251,UPME-2,141700030,,C2,HIERARQUIA,SUL,BAGÉ,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,141700030,141700030-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,UTE PRESIDENTE MEDICI,12.563
RAMAL,6000978251,UPME-2,141700030,,C2,HIERARQUIA,SUL,BAGÉ,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,141700030,141700030-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,UTE PRESIDENTE MEDICI,12.563
BAIXA TENSÃO,6000896143,PAL5-512,149007305,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007305,149007305-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 5,0.83
RAMAL,6000911872,RGR1-12,156000630,,C2,REGIONAL,SUL,RIO GRANDE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000630,156000630-RM-MAR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,RIO GRANDE 1,1.155
ALIMENTADOR,6000890312,PAL13-131,PAL13-131,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL13131,PAL13131-AL-FEV-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 13,2.102
ALIMENTADOR,6000890305,PAL13-131,PAL13-131,,B,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL13131,PAL13131-AL-FEV-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 13,2.102
ALIMENTADOR,6001004162,PAL13-131,PAL13-131,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL13131,PAL13131-AL-JUL-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 13,2.102
ALIMENTADOR,6001004464,PAL13-131,PAL13-131,,B,CLASSE,NORTE,PORTO ALEGRE,PATRUL,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL13131,PAL13131-AL-JUL-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 13,2.102
RAMAL,6001032306,PAL1-16,149002398,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002398,149002398-RM-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 1,2.908
RAMAL,6000931078,SLO-4,188002960,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,188002960,188002960-RM-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,39.049
RAMAL,6000931078,SLO-4,188002960,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,188002960,188002960-RM-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,39.049
BAIXA TENSÃO,6000896203,PAL14-148,149010825,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149010825,149010825-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 14,0.83
BAIXA TENSÃO,6000896194,PAL14-143,149012767,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149012767,149012767-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 14,0.83
RAMAL,6000999503,MDE-4,149004186,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149004186,149004186-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,1.414
RAMAL,6000999503,MDE-4,149004186,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149004186,149004186-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,1.414
RAMAL,6001003676,ELD-3,149001661,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,149001661,149001661-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ELDORADO DO SUL,1.484
RAMAL,6001003676,ELD-3,149001661,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,149001661,149001661-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ELDORADO DO SUL,1.484
BAIXA TENSÃO,6000896315,RIN-09,149007058,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007058,149007058-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6000909920,TRA-4,103349031,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103349031,103349031-BT-MAR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,TRAMANDAI,0.828
