PLANO,ORDEM_INSP,SEAL,N_COMP_INSP,TIPO_COMP_INSP,CLASSE,FATOR_PRIOR,REGIONAL,SECCIONAL,TIPO_INSP,DATA_PROG,MES_PROG,BASE_REG,SUM,MES_PROG_NUM,TENSAO,BASE_REG_2,ORDEM_MAN,EMPRESA,PDF_CONS,INDEX,FATOR_PRIOR_CONSOLIDADO,SUPERINTENDENCIA,CONJUNTO,KM_TOTAL
ALIMENTADOR,6000877617,CAM-14,CAM-14,,B,CLASSE,SUL,CAMAQUÃ,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,CAM14,CAM14-AL-JAN-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,CAMAQUA,18.572
ALIMENTADOR,6000890102,CAM-14,CAM-14,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,CAM14,CAM14-AL-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CAMAQUA,18.572
ALIMENTADOR,6001002302,CAM-14,CAM-14,,B,CLASSE,SUL,CAMAQUÃ,TERMO T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,CAM14,CAM14-AL-JUL-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,CAMAQUA,18.572
ALIMENTADOR,6001002303,CAM-14,CAM-14,,B,CLASSE,SUL,CAMAQUÃ,PATRUL,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,CAM14,CAM14-AL-JUL-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,CAMAQUA,18.572
ALIMENTADOR,6000932069,CAM2-23,CAM2-23,,C2,REGIONAL,SUL,CAMAQUÃ,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,CAM223,CAM223-AL-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,CAMAQUA 2,24.222
ALIMENTADOR,6001112130,CAM2-23,CAM2-23,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,CAM223,CAM223-AL-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CAMAQUA 2,24.222
RAMAL,6001035939,MOS-3,213596095,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,213596095,213596095-RM-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,MOSTARDAS,21.499
ALIMENTADOR,6001054609,TRA-1,TRA-1,,C1,CLASSE,NORTE,OSÓRIO,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TRA1,TRA1-AL-SET-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,TRAMANDAI,1.694
ALIMENTADOR,6001054607,TRA-1,TRA-1,,C1,CLASSE,NORTE,OSÓRIO,TERMO T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TRA1,TRA1-AL-SET-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,TRAMANDAI,1.694
ALIMENTADOR,6001140496,TRA-1,TRA-1,Disjuntor,C1,CLASSE,NORTE,OSÓRIO,PATRUL,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TRA1,TRA1-AL-DEZ-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,TRAMANDAI,1.694
ALIMENTADOR,6001143759,TRA-1,TRA-1,Disjuntor,C2,REGIONAL,NORTE,OSÓRIO,TERMO T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TRA1,TRA1-AL-DEZ-TG1-ANO ANTERIOR,REGIONAL,EQTL-RS,TRAMANDAI,1.694
BAIXA TENSÃO,6000978157,CPV-3,139500133,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,139500133,139500133-BT-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,AREAL,0.544
RAMAL,6000909671,PAL8-86,149007444,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149007444,149007444-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 8,1.454
RAMAL,6000909671,PAL8-86,149007444,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149007444,149007444-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 8,1.454
RAMAL,6000981374,RIN-12,149001189,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001189,149001189-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,4.039
RAMAL,6000981374,RIN-12,149001189,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001189,149001189-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,4.039
BAIXA TENSÃO,6001004575,POS-1,142001754,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,142001754,142001754-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ARROIO GRANDE,0.76
RAMAL,6001114549,PAL13-1314,149003081,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003081,149003081-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 13,4.551
RAMAL,6001114549,PAL13-1314,149003081,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003081,149003081-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 13,4.551
BAIXA TENSÃO,6000896201,PAL14-146,149010650,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149010650,149010650-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 14,0.83
BAIXA TENSÃO,6000978993,PEL5-511,144001276,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144001276,144001276-BT-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.082
BAIXA TENSÃO,6000978993,PEL5-511,144001276,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144001276,144001276-BT-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.082
RAMAL,6001081558,SAO-1,AA2188-8,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,AA21888,AA21888-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTO ANTONIO,1.893
BAIXA TENSÃO,6000896474,PEL2-25,144000239,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000239,144000239-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 2,1.082
BAIXA TENSÃO,6000896474,PEL2-25,144000239,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000239,144000239-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 2,1.082
RAMAL,6001056598,RIN-06,149002585,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002585,149002585-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,1.474
BAIXA TENSÃO,6001138502,PEL2-211,144000336,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000336,144000336-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,3.264
BAIXA TENSÃO,6001138502,PEL2-211,144000336,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000336,144000336-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,3.264
BAIXA TENSÃO,6001003171,JGR-1,110001576,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,110001576,110001576-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,JAGUARAO,0.695
ALIMENTADOR,6000909596,PAL6-68,PAL6-68,,B,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL668,PAL668-AL-MAR-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 6,4.124
ALIMENTADOR,6000909680,PAL6-68,PAL6-68,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL668,PAL668-AL-MAR-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 6,4.124
ALIMENTADOR,6001033566,PAL6-68,PAL6-68,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL668,PAL668-AL-AGO-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 6,4.124
ALIMENTADOR,6001033578,PAL6-68,PAL6-68,,B,CLASSE,NORTE,PORTO ALEGRE,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL668,PAL668-AL-AGO-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 6,4.124
ALIMENTADOR,6001054103,PAL10-1011,PAL10-1011,,C1,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL101011,PAL101011-AL-SET-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 10,1.796
ALIMENTADOR,6001053912,PAL10-1011,PAL10-1011,,C1,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL101011,PAL101011-AL-SET-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 10,1.796
ALIMENTADOR,6001032118,PAL10-1011,PAL10-1011,,C1,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL101011,PAL101011-AL-AGO-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 10,1.796
ALIMENTADOR,6001033417,PAL10-1011,PAL10-1011,,C1,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL101011,PAL101011-AL-AGO-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 10,1.796
ALIMENTADOR,6001114209,PAL10-1011,PAL10-1011,,C1,CLASSE,NORTE,PORTO ALEGRE,PATRUL,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL101011,PAL101011-AL-NOV-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 10,1.796
RAMAL,6001030678,SAO-6,AA2120-6,,C2,HIERARQUIA,NORTE,OSÓRIO,TERMO T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,AA21206,AA21206-RM-AGO-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTO ANTONIO,1.893
RAMAL,6001030703,SAO-6,AA2120-6,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,AA21206,AA21206-RM-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTO ANTONIO,1.893
RAMAL,6000979754,AGR-1,146000099,,C2,CLIENTE,SUL,PELOTAS,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,146000099,146000099-RM-SET-GT1-ANO ANTERIOR,CLIENTE,EQTL-RS,ARROIO GRANDE,11.854
RAMAL,6000889897,SLO-4,188000755,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,188000755,188000755-RM-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.112
RAMAL,6000889897,SLO-4,188000755,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,188000755,188000755-RM-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.112
RAMAL,6000931124,RGR2-29,156001114,,C2,REGIONAL,SUL,RIO GRANDE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156001114,156001114-RM-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,RIO GRANDE 2,2.078
BAIXA TENSÃO,6000978275,ATS-2,135031485,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,135031485,135031485-BT-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ATLANTIDA SUL,0.723
BAIXA TENSÃO,6000931201,CPV-3,139500392,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,139500392,139500392-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,AREAL,1.175
BAIXA TENSÃO,6001005097,RIN-10,149011472,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149011472,149011472-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
RAMAL,6000975216,DFE-01,184003366,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,184003366,184003366-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CAMAQUA,11.847
RAMAL,6000975216,DFE-01,184003366,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,184003366,184003366-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CAMAQUA,11.847
RAMAL,6000949559,SLO-6,188001928,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,188001928,188001928-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,12.737
RAMAL,6000952290,RIN-09,149003394,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003394,149003394-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.58
RAMAL,6000916699,CGU-8,146004119,,C2,HIERARQUIA,SUL,CANGUÇU,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,146004119,146004119-RM-MAR-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,4.085
RAMAL,6000916721,CGU-8,146004119,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,146004119,146004119-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,4.085
RAMAL,6001112511,CGU-8,146004119,,C2,HIERARQUIA,SUL,CANGUÇU,TERMO T1,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,146004119,146004119-RM-NOV-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,4.085
RAMAL,6001112452,CGU-8,146004119,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,146004119,146004119-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,4.085
BAIXA TENSÃO,6000896153,PAL6-67,149000416,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149000416,149000416-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 6,1.414
BAIXA TENSÃO,6000896153,PAL6-67,149000416,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149000416,149000416-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 6,1.414
RAMAL,6000910679,SLO-1,188000261,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000261,188000261-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.043
RAMAL,6000910706,SLO-1,188000261,,C2,HIERARQUIA,SUL,CAMAQUÃ,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000261,188000261-RM-MAR-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.043
RAMAL,6000910679,SLO-1,188000261,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000261,188000261-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.043
RAMAL,6000910706,SLO-1,188000261,,C2,HIERARQUIA,SUL,CAMAQUÃ,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000261,188000261-RM-MAR-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.043
BAIXA TENSÃO,6001119860,TRA-9,216037595,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,216037595,216037595-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6001031236,SVP-2,173005701,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,173005701,173005701-BT-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTA VITORIA DO PALMAR,1.162
ALIMENTADOR,6000895786,AGR-2,AGR-2,,B,CLASSE,SUL,PELOTAS,TERMO T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR2,AGR2-AL-FEV-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,49.166
ALIMENTADOR,6000895781,AGR-2,AGR-2,,B,CLASSE,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR2,AGR2-AL-FEV-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,49.166
ALIMENTADOR,6001003829,AGR-2,AGR-2,,B,CLASSE,SUL,PELOTAS,TERMO T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR2,AGR2-AL-JUL-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,49.166
ALIMENTADOR,6001003831,AGR-2,AGR-2,,B,CLASSE,SUL,PELOTAS,PATRUL,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR2,AGR2-AL-JUL-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,ARROIO GRANDE,49.166
BAIXA TENSÃO,6000880575,BAG2-22,115050114,,C2,HIERARQUIA,SUL,BAGÉ,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,SIM,RIO GRANDE DO SUL,115050114,115050114-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,BAGE 2,0.722
BAIXA TENSÃO,6000897555,VIA 1-18,230004093,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230004093,230004093-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,0.887
ALIMENTADOR,6001053926,AGR-1,AGR-1,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,AGR1,AGR1-AL-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ARROIO GRANDE,40.125
BAIXA TENSÃO,6000897327,ACL-03,230004626,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230004626,230004626-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,1.022
RAMAL,6000931391,VIA 2-21,230000720,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,230000720,230000720-RM-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VIAMAO 2,1.03
BAIXA TENSÃO,6000923503,TOR-3,215033152,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,215033152,215033152-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TORRES 1,0.655
BAIXA TENSÃO,6000881006,PAL2-26,149002779,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002779,149002779-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 2,1.414
BAIXA TENSÃO,6000881006,PAL2-26,149002779,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002779,149002779-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 2,1.414
BAIXA TENSÃO,6000931130,PAL04-459,149002940,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002940,149002940-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,0.83
BAIXA TENSÃO,6000931130,PAL04-459,149002940,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002940,149002940-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,0.83
BAIXA TENSÃO,6001003495,ARE-4,184001006,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,184001006,184001006-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,AREAL,1.213
